timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-06-14T01:48:23,sepsis_model_init,28d8ab48-dd6f-4679-a8b5-07fcafaea4f8,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5067269999999553,3.4285150894256e-06,2.2754719928863697e-06,7.2331776,0.0,10.0,2.019348677205877e-06,0.0,2.786255555555626e-06,4.805604232761503e-06,0.0,India,IND,west bengal,,,Windows-11-10.0.26200-SP0,3.12.0,3.2.8,18,Intel(R) Core(TM) Ultra 5 125H,0,,88.3693,22.5643,15.430286407470703,machine,0,0,0,0,N,1.0,0.0
2026-06-14T12:20:25,sepsis_model_init,f9828623-62e5-4359-94c1-6ea88a81aef6,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.5119123999993462,3.4324395400645687e-06,2.270263502082563e-06,7.2262585152,0.0,10.0,2.0196910799395428e-06,0.0,2.791413888886988e-06,4.81110496882653e-06,0.0,India,IND,west bengal,,,Windows-11-10.0.26200-SP0,3.12.0,3.2.8,18,Intel(R) Core(TM) Ultra 5 125H,0,,88.3693,22.5643,15.430286407470703,machine,0,0,0,0,N,1.0,0.0
2026-06-14T12:47:14,sepsis_model_init,dab6bbda-2bfe-4b85-a5f6-9deed9dbbc36,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.512967500000741,3.4368915115470163e-06,2.271622828345839e-06,7.228445644800001,0.0,10.0,2.026281497376197e-06,0.0,2.7910636111149264e-06,4.817345108491124e-06,0.0,India,IND,west bengal,,,Windows-11-10.0.26200-SP0,3.12.0,3.2.8,18,Intel(R) Core(TM) Ultra 5 125H,0,,88.3693,22.5643,15.430286407470703,machine,0,0,0,0,N,1.0,0.0
2026-06-14T13:00:36,sepsis_model_init,267e60be-2aca-43f7-9fc4-4e71872040dd,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,1.505129200000738,3.4641218537436415e-06,2.3015445144124125e-06,7.432086189600001,0.0,10.0,2.0710916134755314e-06,0.0,2.7844211111136655e-06,4.855512724589197e-06,0.0,India,IND,west bengal,,,Windows-11-10.0.26200-SP0,3.12.0,3.2.8,18,Intel(R) Core(TM) Ultra 5 125H,0,,88.3693,22.5643,15.430286407470703,machine,0,0,0,0,N,1.0,0.0
